Time,Occupancy
13661.361783759983,2
13774.57748915026,2
13887.793194540536,2
14001.008899930814,2
14114.224605321091,2
14227.440310711367,2
14340.656016101642,2
14453.87172149192,2
14567.087426882195,2
14680.303132272473,2
14793.518837662748,2
14906.734543053022,2
15019.950248443301,2
15133.165953833577,2
15246.38165922385,2
15359.597364614128,2
15472.813070004404,2
15586.02877539468,2
15699.244480784955,2
15812.460186175233,2
15925.675891565508,3
16038.891596955784,2
16152.10730234606,2
16265.323007736335,2
16378.53871312661,2
16491.754418516888,2
16604.970123907166,2
16718.185829297443,2
16831.401534687713,2
16944.617240077994,2
17057.832945468268,2
17171.048650858545,2
17284.264356248823,2
17397.480061639097,2
17510.695767029374,2
17623.91147241965,2
17737.127177809925,2
17850.342883200206,2
17963.55858859048,2
18076.774293980758,2
18189.98999937103,2
18303.205704761305,2
18416.421410151583,2
18529.63711554186,2
18642.85282093213,2
18756.06852632241,2
18869.28423171269,2
18982.499937102963,2
19095.71564249324,2
19208.93134788352,2
19322.14705327379,2
19435.36275866407,2
19548.578464054342,2
19661.79416944462,2
19775.009874834894,2
19888.225580225168,2
20001.44128561545,2
20114.656991005726,2
20227.872696396,3
20341.08840178628,3
20454.304107176555,3
20567.519812566832,2
20680.735517957106,2
20793.95122334738,2
20907.166928737657,2
21020.38263412793,2
21133.598339518212,2
21246.81404490849,2
21360.029750298763,2
21473.24545568904,2
21586.461161079318,2
21699.676866469592,2
21812.892571859862,2
21926.108277250143,2
22039.32398264042,2
22152.539688030694,2
22265.755393420968,2
22378.97109881125,2
22492.186804201523,2
22605.4025095918,2
22718.618214982074,2
22831.833920372348,2
22945.049625762633,2
23058.265331152907,2
23171.481036543184,2
23284.696741933458,2
23397.91244732373,3
23511.12815271401,3
23624.343858104283,2
23737.55956349456,2
23850.775268884838,3
23963.990974275108,2
24077.20667966539,2
24190.422385055663,2
24303.638090445944,2
24416.853795836218,2
24530.069501226495,2
24643.28520661677,2
24756.500912007046,2
24869.716617397324,2
24982.932322787598,3
25096.148028177875,3
25209.36373356815,3
25322.579438958423,3
25435.795144348707,2
25549.010849738974,2
25662.22655512925,2
25775.442260519525,2
25888.65796590981,2
26001.873671300084,2
26115.08937669036,2
26228.305082080635,2
26341.520787470912,2
26454.736492861182,2
26567.952198251463,2
26681.167903641737,2
26794.38360903201,2
26907.59931442229,2
27020.81501981257,2
27134.030725202843,2
27247.24643059312,2
27360.4621359834,2
27473.677841373672,2
27586.89354676395,2
27700.109252154227,2
27813.3249575445,2
27926.540662934774,2
28039.75636832505,2
28152.972073715333,2
28266.18777910561,2
28379.40348449588,2
28492.61918988616,2
28605.834895276435,2
28719.050600666713,2
28832.266306056987,2
28945.482011447264,2
29058.697716837534,2
29171.91342222781,2
29285.129127618085,2
29398.34483300837,2
29511.560538398644,2
29624.77624378892,2
29737.991949179195,2
29851.207654569476,2
29964.423359959746,2
30077.639065350024,2
30190.854770740298,2
30304.07047613057,2
30417.28618152085,2
30530.501886911134,3
30643.717592301407,2
30756.93329769168,2
30870.14900308196,2
30983.364708472232,2
31096.580413862514,2
31209.796119252784,2
31323.01182464306,2
31436.22753003334,2
31549.44323542361,2
31662.658940813886,2
31775.87464620417,2
31889.090351594437,3
32002.30605698472,2
32115.52176237499,2
32228.73746776527,2
32341.953173155547,2
32455.16887854582,2
32568.3845839361,2
32681.600289326376,2
32794.81599471665,2
32908.031700106934,3
33021.247405497204,3
33134.46311088748,2
33247.67881627775,2
33360.89452166803,2
33474.11022705831,2
33587.325932448584,2
33700.54163783886,2
33813.75734322914,2
33926.97304861942,2
34040.18875400969,2
34153.404459399964,2
34266.62016479024,2
34379.83587018052,2
34493.05157557079,2
34606.26728096107,2
34719.482986351344,2
34832.69869174162,2
34945.9143971319,2
35059.130102522184,2
35172.345807912454,2
35285.561513302724,2
35398.777218693,2
35511.99292408328,2
35625.208629473556,2
35738.424334863834,3
35851.640040254104,3
35964.85574564438,2
36078.071451034666,2
36191.287156424936,2
36304.502861815214,2
36417.71856720549,2
36530.93427259576,2
36644.14997798604,2
36757.365683376316,2
36870.581388766586,2
36983.797094156864,2
37097.01279954714,2
37210.22850493742,2
37323.444210327696,2
37436.659915717966,2
37549.87562110825,2
37663.09132649852,2
37776.3070318888,2
37889.52273727908,2
38002.73844266935,2
38115.95414805963,2
38229.169853449916,2
38342.38555884018,2
38455.601264230456,2
38568.81696962073,2
38682.03267501101,2
38795.24838040129,2
38908.464085791566,2
39021.67979118184,2
39134.89549657211,2
39248.11120196239,2
39361.32690735267,2
39474.54261274295,2
39587.758318133216,2
39700.974023523486,2
39814.18972891377,2
39927.40543430405,2
40040.621139694325,2
40153.8368450846,2
40267.052550474866,2
40380.26825586515,2
40493.48396125543,2
40606.699666645705,2
40719.91537203598,2
40833.13107742625,2
40946.34678281653,2
41059.562488206815,2
41172.77819359709,2
41285.99389898736,2
41399.20960437763,2
41512.42530976791,2
41625.64101515819,2
41738.85672054847,2
41852.072425938735,2
41965.28813132902,2
42078.50383671929,2
42191.71954210957,2
42304.93524749985,2
42418.150952890115,2
42531.3666582804,2
42644.58236367067,2
42757.798069060955,2
42871.013774451225,2
42984.2294798415,2
43097.44518523178,2
43210.66089062206,2
43323.87659601233,2
43437.092301402605,2
43550.30800679288,2
43663.52371218317,2
43776.73941757344,2
43889.955122963715,2
44003.17082835399,2
44116.386533744255,2
44229.60223913454,2
44342.81794452482,2
44456.03364991509,2
44569.24935530537,2
44682.465060695635,2
44795.68076608592,2
44908.896471476204,2
45022.11217686648,2
45135.327882256744,2
45248.54358764702,2
45361.75929303731,2
45474.97499842758,2
45588.190703817854,2
45701.40640920813,2
45814.6221145984,2
45927.83781998868,2
46041.053525378964,2
46154.26923076923,2
46267.48493615951,2
46380.70064154978,2
46493.91634694006,2
46607.132052330344,2
46720.34775772061,2
46833.56346311089,2
46946.77916850117,2
47059.99487389144,2
47173.21057928172,2
47286.426284672,2
47399.641990062264,2
47512.85769545255,2
47626.07340084282,2
47739.2891062331,2
47852.50481162338,2
47965.72051701365,2
48078.936222403936,2
48192.151927794206,2
48305.36763318448,2
48418.583338574754,2
48531.79904396503,2
48645.014749355316,2
48758.23045474559,2
48871.446160135856,2
48984.66186552613,2
49097.87757091642,2
49211.09327630669,2
49324.30898169697,2
49437.524687087236,2
49550.740392477506,2
49663.956097867784,2
49777.17180325807,2
49890.38750864834,2
50003.60321403862,3
50116.81891942889,2
50230.03462481917,2
50343.250330209456,2
50456.466035599726,2
50569.68174099,2
50682.89744638028,2
50796.113151770565,2
50909.32885716083,2
51022.54456255111,2
51135.760267941376,2
51248.97597333166,2
51362.19167872193,2
51475.407384112215,2
51588.62308950249,2
51701.83879489276,2
51815.05450028304,2
51928.27020567332,2
52041.4859110636,2
52154.701616453865,2
52267.91732184414,2
52381.13302723441,2
52494.3487326247,2
52607.56443801498,2
52720.780143405245,2
52833.995848795515,2
52947.2115541858,2
53060.427259576085,2
53173.642964966355,2
53286.85867035663,2
53400.0743757469,2
53513.29008113718,2
53626.50578652746,2
53739.721491917735,2
53852.937197308005,2
53966.15290269828,2
54079.36860808857,2
54192.58431347884,2
54305.80001886912,2
54419.015724259385,2
54532.23142964967,2
54645.44713503994,2
54758.66284043022,2
54871.878545820495,2
54985.09425121077,2
55098.30995660106,2
55211.52566199132,2
55324.741367381605,2
55437.95707277188,2
55551.172778162145,2
55664.38848355243,2
55777.604188942714,2
55890.81989433298,2
56004.035599723255,2
56117.25130511353,2
56230.46701050381,2
56343.682715894094,2
56456.898421284364,2
56570.11412667464,2
56683.32983206491,2
56796.54553745518,2
56909.76124284548,2
57022.976948235744,2
57136.192653626014,2
57249.40835901629,2
57362.62406440657,2
57475.83976979685,2
57589.05547518712,2
57702.2711805774,2
57815.48688596768,2
57928.70259135795,2
58041.91829674822,2
58155.1340021385,2
58268.34970752878,2
58381.56541291905,2
58494.78111830933,2
58607.99682369961,2
58721.21252908989,2
58834.42823448017,2
58947.64393987044,2
59060.859645260716,2
59174.07535065099,2
59287.29105604126,2
59400.506761431534,2
59513.722466821826,2
59626.93817221209,2
59740.153877602366,2
59853.36958299264,2
59966.58528838293,2
60079.800993773206,2
60193.016699163476,2
60306.23240455375,2
60419.44810994402,2
60532.663815334294,2
60645.87952072457,2
60759.095226114856,2
60872.310931505126,2
60985.5266368954,2
61098.742342285674,2
61211.958047675966,2
61325.17375306624,2
61438.38945845651,2
61551.605163846776,2
61664.82086923706,2
61778.03657462733,2
61891.252280017616,2
62004.46798540789,2
62117.68369079816,2
62230.89939618844,2
62344.11510157872,2
62457.330806969,2
62570.54651235928,2
62683.76221774955,2
62796.97792313982,2
62910.1936285301,2
63023.40933392038,2
63136.62503931065,2
63249.84074470093,2
63363.05645009121,2
63476.27215548148,2
63589.487860871755,2
63702.70356626202,2
63815.91927165232,2
63929.13497704259,2
64042.35068243286,2
64155.566387823135,2
64268.782093213405,2
64381.99779860369,2
64495.213503993975,2
64608.429209384245,2
64721.64491477452,2
64834.860620164785,2
64948.07632555508,2
65061.292030945355,2
65174.507736335625,2
65287.723441725895,2
65400.93914711617,2
65514.15485250644,2
65627.37055789673,2
65740.586263287,2
65853.80196867727,3
65967.01767406755,3
66080.23337945782,3
66193.44908484812,2
66306.66479023838,2
66419.88049562866,2
66533.09620101894,2
66646.31190640923,3
66759.52761179951,3
66872.74331718977,3
66985.95902258003,3
67099.17472797031,3
67212.39043336059,3
67325.60613875088,3
67438.82184414113,3
67552.03754953142,2
67665.2532549217,3
67778.46896031198,3
67891.68466570224,3
68004.90037109253,3
68118.11607648281,3
68231.33178187307,3
68344.54748726335,3
68457.76319265363,3
68570.97889804389,3
68684.19460343418,3
68797.41030882446,3
68910.62601421474,4
69023.84171960501,3
69137.05742499528,4
69250.27313038557,4
69363.48883577582,4
69476.70454116611,4
69589.92024655639,4
69703.13595194666,4
69816.35165733693,4
69929.56736272723,4
70042.7830681175,4
70155.99877350777,4
70269.21447889805,4
70382.43018428831,3
70495.6458896786,4
70608.86159506888,4
70722.07730045915,4
70835.29300584942,4
70948.5087112397,3
71061.72441662996,3
71174.94012202027,3
71288.15582741053,3
71401.37153280081,3
71514.58723819109,4
71627.80294358138,3
71741.01864897164,3
71854.23435436192,3
71967.45005975218,3
72080.66576514246,3
72193.88147053274,4
72307.09717592303,3
72420.31288131331,2
72533.52858670357,2
72646.74429209385,2
72759.95999748413,2
72873.1757028744,2
72986.39140826468,2
73099.60711365496,3
73212.82281904522,2
73326.0385244355,2
73439.25422982578,2
73552.46993521605,2
73665.68564060633,2
73778.90134599661,3
73892.11705138689,2
74005.33275677716,2
74118.54846216744,2
74231.76416755772,3
74344.979872948,5
74458.19557833826,3
74571.41128372854,3
74684.62698911881,3
74797.84269450909,5
74911.05839989937,3
75024.27410528965,4
75137.48981067992,3
75250.7055160702,2
75363.92122146048,3
75477.13692685076,3
75590.35263224103,3
75703.5683376313,3
75816.78404302157,3
75929.99974841185,2
76043.21545380213,3
76156.4311591924,3
76269.64686458268,2
76382.86256997296,3
76496.07827536324,3
76609.29398075351,4
76722.50968614379,4
76835.72539153407,4
76948.94109692433,3
77062.15680231461,3
77175.37250770489,3
77288.58821309516,3
77401.80391848544,3
77515.01962387572,3
77628.235329266,3
77741.45103465627,4
77854.66674004655,4
77967.88244543683,2
78081.09815082709,4
78194.31385621737,4
78307.52956160765,3
78420.74526699792,3
78533.9609723882,3
78647.17667777848,3
78760.39238316876,4
78873.60808855902,4
78986.82379394931,3
79100.03949933959,4
79213.25520472987,4
79326.47091012013,2
79439.6866155104,2
79552.90232090067,2
79666.11802629096,2
79779.33373168124,2
79892.54943707152,2
80005.7651424618,2
80118.98084785207,2
80232.19655324235,3
80345.41225863263,3
80458.6279640229,4
80571.84366941317,3
80685.05937480344,4
80798.27508019372,4
80911.490785584,4
81024.70649097428,4
81137.92219636455,3
81251.13790175482,5
81364.35360714512,5
81477.56931253539,4
81590.78501792566,4
81704.00072331594,4
81817.21642870622,4
81930.43213409648,3
82043.64783948676,3
82156.86354487704,3
82270.07925026731,3
82383.29495565759,3
82496.51066104787,3
82609.72636643816,3
82722.94207182842,3
82836.1577772187,3
82949.37348260898,3
83062.58918799926,3
83175.80489338952,3
83289.02059877981,3
83402.23630417007,3
83515.45200956035,3
83628.66771495063,3
83741.88342034089,3
83855.09912573117,3
83968.31483112146,3
84081.53053651174,3
84194.74624190202,3
84307.96194729231,3
84421.17765268259,3
84534.39335807282,3
84647.60906346311,3
84760.82476885339,3
84874.04047424367,3
84987.25617963393,3
85100.47188502424,3
85213.6875904145,3
85326.90329580478,3
85440.11900119505,3
85553.33470658532,3
85666.55041197562,3
85779.76611736589,3
85892.98182275615,3
86006.19752814643,3
86119.4132335367,3
86232.62893892697,3
86345.84464431727,3
86459.06034970754,3
86572.27605509781,3
86685.49176048809,3
86798.70746587838,3
86911.92317126865,3
87025.13887665892,3
87138.35458204919,3
87251.57028743946,3
87364.78599282974,3
87478.00169822003,3
87591.21740361031,3
87704.43310900057,3
87817.64881439085,3
87930.86451978113,3
88044.0802251714,3
88157.29593056168,3
88270.51163595196,3
88383.72734134222,3
88496.9430467325,3
88610.15875212278,3
88723.37445751304,3
88836.59016290332,3
88949.80586829361,3
89063.02157368389,3
89176.23727907416,3
89289.45298446443,3
89402.66868985472,3
89515.88439524498,3
89629.10010063526,3
89742.31580602555,3
89855.53151141581,3
89968.74721680609,3
90081.96292219637,3
90195.17862758665,3
90308.39433297694,3
90421.6100383672,3
90534.82574375748,3
90648.04144914776,3
90761.25715453803,3
90874.4728599283,3
90987.68856531856,3
91100.90427070882,3
91214.11997609911,3
91327.33568148939,3
91440.55138687967,3
91553.76709226996,3
91666.98279766024,3
91780.19850305053,3
91893.4142084408,3
92006.62991383106,3
92119.84561922133,3
92233.0613246116,3
92346.27703000187,3
92459.49273539217,3
92572.70844078244,3
92685.92414617274,3
92799.13985156301,3
92912.35555695328,3
93025.57126234355,3
93138.78696773383,3
93252.00267312411,3
93365.21837851436,3
93478.43408390463,3
93591.64978929493,3
93704.86549468519,3
93818.08120007547,3
93931.29690546576,2
94044.51261085604,3
94157.72831624633,2
94270.9440216366,2
94384.15972702687,3
94497.37543241713,3
94610.59113780741,3
94723.80684319767,3
94837.02254858796,3
94950.23825397824,2
95063.45395936852,2
95176.66966475881,2
95289.88537014909,2
95403.10107553935,2
95516.31678092963,2
95629.5324863199,2
95742.74819171015,2
95855.96389710043,2
95969.17960249072,2
96082.395307881,2
96195.61101327126,2
96308.82671866156,2
96422.04242405183,2
96535.25812944213,2
96648.4738348324,2
96761.68954022268,2
96874.90524561293,2
96988.12095100322,2
97101.33665639348,2
97214.55236178378,2
97327.76806717404,2
97440.98377256432,2
97554.19947795461,2
97667.41518334489,2
97780.63088873516,2
97893.84659412543,2
98007.0622995157,2
98120.27800490598,2
98233.49371029627,2
98346.70941568652,2
98459.9251210768,2
98573.14082646708,2
98686.35653185737,2
98799.57223724763,2
98912.78794263794,2
99026.0036480282,2
99139.21935341846,2
99252.43505880873,2
99365.65076419902,2
99478.8664695893,2
99592.08217497957,2
99705.29788036985,2
99818.51358576011,2
99931.72929115039,2
100044.94499654068,2
100158.16070193093,2
100271.37640732124,2
100384.5921127115,2
100497.80781810178,2
100611.02352349203,2
100724.23922888232,2
100837.4549342726,2
100950.67063966287,2
101063.88634505316,2
101177.10205044344,2
101290.31775583369,2
101403.53346122398,2
101516.74916661426,2
101629.96487200454,2
101743.1805773948,2
101856.39628278508,2
101969.61198817537,2
102082.82769356565,2
102196.04339895592,2
102309.25910434619,2
102422.47480973646,2
102535.69051512674,2
102648.90622051703,2
102762.12192590731,2
102875.33763129756,2
102988.55333668784,2
103101.76904207813,2
103214.98474746839,2
103328.20045285867,2
103441.41615824896,2
103554.63186363922,2
103667.84756902949,2
103781.06327441976,2
103894.27897981006,2
104007.49468520033,2
104120.71039059061,2
104233.92609598087,2
104347.14180137117,2
104460.35750676144,2
104573.57321215169,2
104686.78891754197,2
104800.00462293226,2
104913.22032832254,2
105026.43603371283,2
105139.65173910311,2
105252.86744449336,2
105366.08314988363,2
105479.29885527393,2
105592.5145606642,2
105705.73026605447,2
105818.94597144474,2
105932.16167683502,1
106045.3773822253,1
106158.59308761556,2
106271.80879300584,2
106385.02449839613,2
106498.24020378641,2
106611.45590917669,2
106724.67161456695,2
106837.88731995724,2
106951.10302534752,2
107064.31873073777,2
107177.53443612807,2
107290.75014151834,2
107403.9658469086,2
107517.18155229886,3
107630.39725768915,2
107743.61296307943,2
107856.82866846972,2
107970.04437386,2
108083.26007925028,2
108196.47578464057,2
108309.69149003082,3
108422.9071954211,3
108536.12290081137,3
108649.33860620164,3
108762.55431159193,1
108875.7700169822,1
108988.98572237248,2
109102.20142776276,2
109215.41713315305,2
109328.63283854332,2
109441.8485439336,2
109555.06424932387,2
109668.27995471412,2
109781.4956601044,2
109894.71136549467,2
110007.92707088497,2
110121.14277627523,2
110234.35848166552,2
110347.5741870558,2
110460.78989244608,2
110574.00559783637,2
110687.22130322664,2
110800.43700861694,2
110913.65271400717,2
111026.86841939745,2
111140.08412478774,2
111253.299830178,2
111366.51553556828,2
111479.73124095856,2
111592.94694634883,1
111706.16265173913,1
111819.37835712939,1
111932.59406251967,1
112045.80976790994,2
112159.0254733002,2
112272.24117869047,2
112385.45688408076,3
112498.67258947104,2
112611.88829486133,2
112725.1040002516,2
112838.31970564187,2
112951.53541103215,2
113064.75111642244,2
113177.96682181269,2
113291.18252720297,2
113404.39823259324,2
113517.61393798352,2
113630.82964337381,2
113744.04534876408,2
113857.26105415435,2
113970.47675954465,3
114083.69246493492,3
114196.9081703252,3
114310.12387571545,3
114423.33958110574,3
114536.55528649602,3
114649.77099188627,3
114762.98669727654,3
114876.20240266685,3
114989.41810805713,3
115102.6338134474,2
115215.84951883767,3
115329.06522422795,3
115442.28092961822,3
115555.4966350085,4
115668.71234039876,2
115781.92804578904,2
115895.14375117932,2
116008.35945656961,2
116121.57516195989,3
116234.79086735015,4
116348.00657274044,4
116461.2222781307,3
116574.43798352098,3
116687.65368891125,2
116800.86939430154,2
116914.08509969182,2
117027.30080508211,3
117140.51651047234,3
117253.73221586266,2
117366.94792125293,2
117480.1636266432,2
117593.37933203348,2
117706.59503742374,3
117819.81074281402,3
117933.0264482043,4
118046.24215359458,4
118159.45785898484,3
118272.67356437512,3
118385.8892697654,4
118499.10497515569,4
118612.32068054596,3
118725.53638593626,4
118838.7520913265,4
118951.96779671678,3
119065.18350210704,3
119178.39920749735,4
119291.6149128876,4
119404.83061827788,3
119518.04632366814,2
119631.26202905846,2
119744.47773444874,2
119857.693439839,3
119970.90914522926,2
120084.12485061956,2
120197.34055600982,2
120310.5562614001,3
120423.77196679036,2
120536.98767218065,3
120650.20337757091,3
120763.41908296119,4
120876.63478835148,3
120989.85049374176,3
121103.06619913204,2
121216.2819045223,3
121329.49760991258,4
121442.71331530286,4
121555.92902069312,4
121669.1447260834,3
121782.36043147367,3
121895.57613686395,4
122008.79184225426,3
122122.00754764453,3
122235.22325303477,3
122348.43895842506,3
122461.65466381535,3
122574.87036920563,4
122688.08607459588,4
122801.30177998616,4
122914.51748537645,4
123027.73319076672,4
123140.94889615699,4
123254.16460154727,4
123367.38030693756,4
123480.59601232783,4
123593.81171771811,4
123707.02742310836,5
123820.24312849865,4
123933.45883388893,4
124046.67453927919,4
124159.89024466947,4
124273.10595005975,3
124386.32165545005,3
124499.53736084033,3
124612.75306623061,2
124725.96877162086,3
124839.18447701113,2
124952.40018240141,2
125065.61588779168,2
125178.83159318195,2
125292.04729857224,2
125405.26300396252,2
125518.4787093528,2
125631.69441474306,2
125744.91012013335,2
125858.12582552365,2
125971.34153091391,3
126084.55723630414,3
126197.77294169445,3
126310.98864708473,2
126424.204352475,3
126537.42005786527,3
126650.63576325554,3
126763.85146864587,2
126877.06717403613,2
126990.2828794264,2
127103.49858481668,2
127216.71429020693,2
127329.92999559721,3
127443.14570098749,3
127556.36140637775,3
127669.57711176804,3
127782.79281715832,3
127896.0085225486,3
128009.22422793887,3
128122.43993332914,3
128235.65563871946,3
128348.8713441097,3
128462.08704949994,3
128575.30275489026,3
128688.51846028052,2
128801.7341656708,2
128914.94987106108,2
129028.16557645134,2
129141.38128184163,2
129254.59698723194,2
129367.8126926222,2
129481.02839801248,2
129594.24410340276,2
129707.459808793,2
129820.67551418328,2
129933.89121957356,2
130047.10692496385,2
130160.32263035412,2
130273.5383357444,2
130386.75404113467,2
130499.96974652495,2
130613.18545191525,2
130726.4011573055,2
130839.61686269578,3
130952.83256808606,2
131066.04827347632,2
131179.2639788666,2
131292.4796842569,2
131405.69538964715,2
131518.91109503745,2
131632.1268004277,2
131745.34250581794,2
131858.55821120823,2
131971.77391659853,1
132084.98962198882,2
132198.20532737908,2
132311.42103276934,2
132424.63673815964,2
132537.85244354993,2
132651.0681489402,2
132764.28385433048,3
132877.49955972075,2
132990.715265111,3
133103.9309705013,2
133217.14667589153,2
133330.36238128186,2
133443.57808667212,2
133556.7937920624,2
133670.00949745267,2
133783.22520284294,2
133896.44090823323,2
134009.65661362352,2
134122.87231901378,2
134236.08802440405,2
134349.30372979437,2
134462.5194351846,2
134575.7351405749,2
134688.95084596516,2
134802.16655135545,2
134915.3822567457,2
135028.597962136,2
135141.81366752624,2
135255.02937291656,2
135368.24507830682,2
135481.46078369708,2
135594.67648908735,2
135707.89219447767,2
135821.10789986793,2
135934.3236052582,2
136047.53931064848,2
136160.75501603875,2
136273.97072142904,2
136387.1864268193,2
136500.40213220962,3
136613.61783759986,2
136726.83354299012,2
136840.04924838038,2
136953.26495377067,2
137066.48065916097,2
137179.69636455126,2
137292.91206994152,2
137406.12777533178,2
137519.34348072208,2
137632.55918611234,2
137745.77489150266,2
137858.9905968929,2
137972.20630228316,2
138085.42200767345,2
138198.63771306368,2
138311.853418454,2
138425.06912384427,2
138538.28482923456,3
138651.50053462482,3
138764.71624001508,3
138877.93194540538,3
138991.1476507957,3
139104.36335618593,2
139217.5790615762,2
139330.79476696652,2
139444.01047235675,3
139557.22617774704,3
139670.4418831373,3
139783.6575885276,3
139896.87329391786,2
140010.08899930815,2
140123.30470469838,2
140236.5204100887,2
140349.73611547894,2
140462.95182086926,2
140576.16752625952,2
140689.38323164982,2
140802.59893704008,3
140915.81464243034,2
141029.03034782063,3
141142.2460532109,3
141255.4617586012,3
141368.67746399145,3
141481.89316938177,3
141595.108874772,2
141708.32458016227,2
141821.54028555256,2
141934.75599094282,3
142047.97169633312,2
142161.18740172338,2
142274.40310711367,2
142387.61881250393,3
142500.83451789425,2
142614.0502232845,2
142727.26592867475,2
142840.48163406507,3
142953.6973394553,3
143066.9130448456,2
143180.12875023586,2
143293.34445562615,2
143406.56016101642,2
143519.7758664067,2
143632.99157179694,2
143746.20727718723,3
143859.42298257753,3
143972.63868796782,2
144085.85439335808,2
144199.07009874837,2
144312.28580413866,2
144425.5015095289,2
144538.7172149192,2
144651.93292030945,2
144765.14862569975,2
144878.36433109,2
144991.5800364803,2
145104.79574187053,3
145218.01144726085,3
145331.22715265115,3
145444.44285804138,3
145557.65856343167,4
145670.87426882196,4
145784.08997421226,4
145897.3056796025,5
146010.52138499278,4
146123.73709038305,4
146236.95279577337,4
146350.1685011636,4
146463.3842065539,5
146576.59991194415,6
146689.81561733445,3
146803.0313227247,5
146916.24702811494,4
147029.46273350526,3
147142.67843889553,3
147255.89414428582,3
147369.10984967608,3
147482.32555506635,3
147595.54126045664,3
147708.75696584693,3
147821.97267123722,3
147935.18837662745,3
148048.40408201775,3
148161.619787408,3
148274.8354927983,3
148388.05119818856,3
148501.26690357886,3
148614.48260896912,3
148727.69831435938,3
148840.91401974967,3
148954.12972513994,3
149067.34543053026,3
149180.56113592052,4
149293.77684131078,4
149406.99254670105,5
149520.20825209134,4
149633.4239574816,4
149746.6396628719,4
149859.85536826216,4
149973.07107365245,4
150086.28677904268,4
150199.502484433,4
150312.7181898233,4
150425.93389521353,3
150539.14960060382,3
150652.36530599408,3
150765.58101138438,3
150878.79671677464,4
150992.01242216493,4
151105.2281275552,4
151218.44383294552,4
151331.65953833575,3
151444.87524372604,4
151558.0909491163,3
151671.30665450654,3
151784.52235989686,3
151897.73806528712,3
152010.9537706774,2
152124.16947606768,3
152237.38518145794,3
152350.60088684823,3
152463.81659223852,2
152577.03229762882,3
152690.24800301908,2
152803.46370840934,3
152916.67941379966,3
153029.8951191899,3
153143.11082458016,3
153256.32652997045,2
153369.5422353607,2
153482.757940751,2
153595.97364614127,4
153709.18935153153,3
153822.40505692182,3
153935.62076231212,4
154048.83646770238,4
154162.05217309267,4
154275.26787848293,4
154388.4835838732,4
154501.6992892635,3
154614.91499465375,3
154728.13070004404,4
154841.3464054343,3
154954.5621108246,3
155067.77781621483,3
155180.99352160515,3
155294.20922699542,3
155407.4249323857,3
155520.64063777597,3
155633.85634316626,3
155747.07204855653,3
155860.2877539468,3
155973.50345933708,3
156086.71916472734,3
156199.93487011766,3
156313.1505755079,3
156426.3662808982,3
156539.58198628845,3
156652.79769167874,4
156766.013397069,3
156879.22910245927,3
156992.44480784956,3
157105.66051323985,4
157218.87621863012,2
157332.09192402038,2
157445.30762941067,2
157558.52333480096,2
157671.73904019126,2
157784.9547455815,2
157898.17045097178,2
158011.38615636204,2
158124.6018617523,2
158237.8175671426,2
