(69.87914411530777,0)
(104.81871617296164,0)
(139.75828823061553,0)
(174.69786028826942,0)
(209.6374323459233,0)
(244.57700440357718,0)
(279.51657646123107,0)
(314.45614851888496,0)
(349.39572057653885,0)
(384.33529263419274,0)
(419.2748646918466,0)
(454.21443674950046,0)
(489.15400880715436,0)
(524.0935808648082,0)
(559.0331529224621,0)
(593.972724980116,0)
(628.9122970377699,0)
(663.8518690954238,0)
(698.7914411530777,0)
(733.7310132107316,0)
(768.6705852683855,0)
(803.6101573260394,0)
(838.5497293836931,0)
(873.489301441347,0)
(908.4288734990009,0)
(943.3684455566548,0)
(978.3080176143087,0)
(1013.2475896719626,0)
(1048.1871617296165,0)
(1083.1267337872705,0)
(1118.0663058449243,0)
(1153.005877902578,0)
(1187.945449960232,0)
(1222.8850220178858,0)
(1257.8245940755398,0)
(1292.7641661331936,0)
(1327.7037381908476,0)
(1362.6433102485014,0)
(1397.5828823061554,0)
(1432.5224543638092,0)
(1467.4620264214632,0)
(1502.401598479117,0)
(1537.341170536771,0)
(1572.2807425944247,0)
(1607.2203146520787,0)
(1642.1598867097325,0)
(1677.0994587673863,0)
(1712.0390308250403,0)
(1746.978602882694,0)
(1781.918174940348,0)
(1816.8577469980019,0)
(1851.7973190556559,0)
(1886.7368911133096,0)
(1921.6764631709636,0)
(1956.6160352286174,0)
(1991.5556072862714,0)
(2026.4951793439252,0)
(2061.434751401579,0)
(2096.374323459233,0)
(2131.313895516887,0)
(2166.253467574541,0)
(2201.1930396321945,0)
(2236.1326116898485,0)
(2271.0721837475025,1)
(2306.011755805156,1)
(2340.95132786281,1)
(2375.890899920464,1)
(2410.830471978118,1)
(2445.7700440357717,1)
(2480.7096160934257,1)
(2515.6491881510797,1)
(2550.5887602087337,1)
(2585.528332266387,1)
(2620.4679043240412,1)
(2655.4074763816952,1)
(2690.3470484393492,1)
(2725.286620497003,1)
(2760.226192554657,1)
(2795.165764612311,1)
(2830.1053366699643,1)
(2865.0449087276183,1)
(2899.9844807852724,1)
(2934.9240528429264,1)
(2969.86362490058,1)
(3004.803196958234,1)
(3039.742769015888,1)
(3074.682341073542,1)
(3109.6219131311955,1)
(3144.5614851888495,1)
(3179.5010572465035,1)
(3214.4406293041575,2)
(3249.380201361811,1)
(3284.319773419465,1)
(3319.259345477119,1)
(3354.1989175347726,2)
(3389.1384895924266,1)
(3424.0780616500806,1)
(3459.0176337077346,1)
(3493.957205765388,1)
(3528.896777823042,1)
(3563.836349880696,2)
(3598.77592193835,2)
(3633.7154939960037,1)
(3668.6550660536577,2)
(3703.5946381113117,2)
(3738.5342101689657,1)
(3773.4737822266193,1)
(3808.4133542842733,1)
(3843.3529263419273,1)
(3878.2924983995813,1)
(3913.232070457235,1)
(3948.171642514889,1)
(3983.111214572543,1)
(4018.0507866301964,1)
(4052.9903586878504,1)
(4087.9299307455044,2)
(4122.869502803158,1)
(4157.809074860812,1)
(4192.748646918466,2)
(4227.68821897612,1)
(4262.627791033774,1)
(4297.567363091428,1)
(4332.506935149082,1)
(4367.446507206735,1)
(4402.386079264389,2)
(4437.325651322043,1)
(4472.265223379697,1)
(4507.204795437351,1)
(4542.144367495005,2)
(4577.083939552659,2)
(4612.023511610312,2)
(4646.963083667966,1)
(4681.90265572562,2)
(4716.842227783274,1)
(4751.781799840928,3)
(4786.721371898582,3)
(4821.660943956236,3)
(4856.60051601389,2)
(4891.540088071543,2)
(4926.479660129197,2)
(4961.419232186851,2)
(4996.358804244505,2)
(5031.298376302159,2)
(5066.237948359813,2)
(5101.177520417467,2)
(5136.11709247512,2)
(5171.056664532774,2)
(5205.996236590428,2)
(5240.9358086480825,2)
(5275.8753807057365,2)
(5310.8149527633905,2)
(5345.7545248210445,2)
(5380.6940968786985,2)
(5415.633668936352,2)
(5450.573240994006,2)
(5485.51281305166,2)
(5520.452385109314,2)
(5555.391957166968,2)
(5590.331529224622,2)
(5625.271101282276,2)
(5660.210673339929,2)
(5695.150245397583,2)
(5730.089817455237,1)
(5765.029389512891,1)
(5799.968961570545,1)
(5834.908533628199,2)
(5869.848105685853,1)
(5904.787677743507,2)
(5939.72724980116,2)
(5974.666821858814,2)
(6009.606393916468,1)
(6044.545965974122,0)
(6079.485538031776,0)
(6114.42511008943,0)
(6149.364682147084,0)
(6184.304254204737,0)
(6219.243826262391,0)
