(83.15625144335134,2)
(124.73437716502701,2)
(166.31250288670267,2)
(207.89062860837834,2)
(249.46875433005403,2)
(291.04688005172966,2)
(332.62500577340535,2)
(374.20313149508104,2)
(415.78125721675667,2)
(457.35938293843236,2)
(498.93750866010805,2)
(540.5156343817837,2)
(582.0937601034593,2)
(623.6718858251351,2)
(665.2500115468107,2)
(706.8281372684863,2)
(748.4062629901621,3)
(789.9843887118377,2)
(831.5625144335133,2)
(873.1406401551891,2)
(914.7187658768647,2)
(956.2968915985404,2)
(997.8750173202161,2)
(1039.4531430418917,2)
(1081.0312687635674,2)
(1122.609394485243,2)
(1164.1875202069186,2)
(1205.7656459285945,2)
(1247.3437716502701,2)
(1288.9218973719458,4)
(1330.5000230936214,3)
(1372.078148815297,2)
(1413.6562745369727,2)
(1455.2344002586483,3)
(1496.8125259803242,2)
(1538.3906517019998,2)
(1579.9687774236754,2)
(1621.546903145351,2)
(1663.1250288670267,2)
(1704.7031545887023,2)
(1746.2812803103782,2)
(1787.8594060320538,2)
(1829.4375317537294,4)
(1871.015657475405,2)
(1912.5937831970807,2)
(1954.1719089187563,2)
(1995.7500346404322,2)
(2037.3281603621078,2)
(2078.9062860837835,2)
(2120.484411805459,2)
(2162.0625375271347,2)
(2203.6406632488106,2)
(2245.218788970486,2)
(2286.796914692162,2)
(2328.3750404138373,3)
(2369.953166135513,2)
(2411.531291857189,2)
(2453.1094175788644,2)
(2494.6875433005403,4)
(2536.2656690222157,4)
(2577.8437947438915,4)
(2619.421920465567,2)
(2661.000046187243,2)
(2702.5781719089186,2)
(2744.156297630594,3)
(2785.73442335227,3)
(2827.3125490739453,3)
(2868.890674795621,2)
(2910.4688005172966,2)
(2952.0469262389724,2)
(2993.6250519606483,2)
(3035.2031776823237,2)
(3076.7813034039996,2)
(3118.359429125675,2)
(3159.937554847351,2)
(3201.5156805690267,2)
(3243.093806290702,2)
(3284.671932012378,2)
(3326.2500577340534,2)
(3367.8281834557292,2)
(3409.4063091774046,2)
(3450.9844348990805,2)
(3492.5625606207564,2)
(3534.1406863424318,2)
(3575.7188120641076,2)
(3617.296937785783,2)
(3658.875063507459,2)
(3700.4531892291343,2)
(3742.03131495081,2)
(3783.609440672486,2)
(3825.1875663941614,2)
(3866.7656921158373,2)
(3908.3438178375127,2)
(3949.9219435591885,2)
(3991.5000692808644,2)
